year,sum_mln,organisation_name,organisation_type_name,organisation_type_code,region_code,region_name,gov_support_type
2013,1.9,"Межрегиональная молодежная общественная военно-патриотическая организация ""Красная Звезда""",Общественная организация,1,78,Санкт-Петербург,grants
2014,0.5,"Межрегиональная молодежная общественная военно-патриотическая организация ""Красная Звезда""",Общественная организация,1,78,Санкт-Петербург,grants
2014,2.020851,"Санкт-Петербургская ассоциация общественных объединений родителей детей-инвалидов ""ГАООРДИ""",Союз (ассоциация) общественных объединений,20,78,Санкт-Петербург,grants
2015,2.6368,"Санкт-Петербургская ассоциация общественных объединений родителей детей-инвалидов ""ГАООРДИ""",Союз (ассоциация) общественных объединений,20,78,Санкт-Петербург,grants
2014,0.8,"Общероссийская общественная детская организация ""Лига юных журналистов""",Общественная организация,1,00,Министерство юстиции,grants
2015,2.5,"Общероссийская общественная детская организация ""Лига юных журналистов""",Общественная организация,1,00,Министерство юстиции,grants
2013,2,"Автономная некоммерческая организация ""Российский институт потребительских испытаний""",Автономная некоммерческая организация,4,77,Москва,grants
2014,3,"Автономная некоммерческая организация ""Российский институт потребительских испытаний""",Автономная некоммерческая организация,4,77,Москва,grants
2015,4.5,"Автономная некоммерческая организация ""Российский институт потребительских испытаний""",Автономная некоммерческая организация,4,77,Москва,grants
2016,4.258507,"Автономная некоммерческая организация ""Российский институт потребительских испытаний""",Автономная некоммерческая организация,4,77,Москва,grants
2014,1.2,"Автономная некоммерческая организация высшего образования ""Межрегиональный открытый социальный институт""",Автономная некоммерческая организация,4,12,Республика Марий Эл,grants
2015,1.5,"Автономная некоммерческая организация высшего образования ""Межрегиональный открытый социальный институт""",Автономная некоммерческая организация,4,12,Республика Марий Эл,grants
2016,1.5,"Автономная некоммерческая организация высшего образования ""Межрегиональный открытый социальный институт""",Автономная некоммерческая организация,4,12,Республика Марий Эл,grants
2015,0.55,"Автономная некоммерческая организация ""Бюро ""Культсовет""",Автономная некоммерческая организация,4,77,Москва,grants
2013,3.5,"Молодежная автономная некоммерческая организация ""Ночные волки""",Автономная некоммерческая организация,4,77,Москва,grants
2014,9,"Молодежная автономная некоммерческая организация ""Ночные волки""",Автономная некоммерческая организация,4,77,Москва,grants
2015,9,"Молодежная автономная некоммерческая организация ""Ночные волки""",Автономная некоммерческая организация,4,77,Москва,grants
2016,7,"Молодежная автономная некоммерческая организация ""Ночные волки""",Автономная некоммерческая организация,4,77,Москва,grants
2013,4,Ассоциация организаций индустрии анимационного кино,"Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2014,7.5,Ассоциация организаций индустрии анимационного кино,"Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2015,7,Ассоциация организаций индустрии анимационного кино,"Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,4,Ассоциация организаций индустрии анимационного кино,"Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2014,2,"Ассоциация деятелей искусств по развитию и пропаганде детского кино ""КИНОГРОМ""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2015,4.00392,"Ассоциация деятелей искусств по развитию и пропаганде детского кино ""КИНОГРОМ""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,5.003405,"Ассоциация деятелей искусств по развитию и пропаганде детского кино ""КИНОГРОМ""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2013,2,"Общероссийская молодежная общественная организация ""Российский союз сельской молодежи""",Общественная организация,1,00,Министерство юстиции,grants
2014,2,"Общероссийская молодежная общественная организация ""Российский союз сельской молодежи""",Общественная организация,1,00,Министерство юстиции,grants
2015,7,"Общероссийская молодежная общественная организация ""Российский союз сельской молодежи""",Общественная организация,1,00,Министерство юстиции,grants
2016,3,"Общероссийская молодежная общественная организация ""Российский союз сельской молодежи""",Общественная организация,1,00,Министерство юстиции,grants
2014,16.2,Автономная некоммерческая организация Творческое объединение «ИГРА3000»,Автономная некоммерческая организация,4,33,Владимирская область,grants
2015,19,Автономная некоммерческая организация Творческое объединение «ИГРА3000»,Автономная некоммерческая организация,4,33,Владимирская область,grants
2016,8.056,Автономная некоммерческая организация Творческое объединение «ИГРА3000»,Автономная некоммерческая организация,4,33,Владимирская область,grants
2014,8.5,"""Фонд содействия занятости""",Некоммерческий фонд,6,78,Санкт-Петербург,grants
2013,1.45,Негосударственное образовательное учреждение высшего образования Московский технологический институт,Учреждение,8,77,Москва,grants
2013,5,"Автономная некоммерческая организация ""Военно-патриотический центр ""Вымпел""",Автономная некоммерческая организация,4,77,Москва,grants
2014,14.39,"Автономная некоммерческая организация ""Военно-патриотический центр ""Вымпел""",Автономная некоммерческая организация,4,77,Москва,grants
2015,15.001059,"Автономная некоммерческая организация ""Военно-патриотический центр ""Вымпел""",Автономная некоммерческая организация,4,77,Москва,grants
2016,4.151827,"Автономная некоммерческая организация ""Военно-патриотический центр ""Вымпел""",Автономная некоммерческая организация,4,77,Москва,grants
2014,11,"Некоммерческая организация ""Ассоциация студенческого баскетбола""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2015,3.5,"Некоммерческая организация ""Ассоциация студенческого баскетбола""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2013,0.8,"Межрегиональная общественная организация ""Общество образовательного и творческого досуга ""Игры будущего""",Общественная организация,1,77,Москва,grants
2014,5.0459,"Некоммерческое партнерство ""Национальная ассоциация реабилитационных центров""",Некоммерческое партнерство,5,77,Москва,grants
2015,6,"Некоммерческое партнерство ""Национальная ассоциация реабилитационных центров""",Некоммерческое партнерство,5,77,Москва,grants
2014,3,Региональный общественный фонд поддержки художественных проектов,Общественный фонд,11,77,Москва,grants
2015,3,Региональный общественный фонд поддержки художественных проектов,Общественный фонд,11,77,Москва,grants
2015,8.2435,Ассоциация волонтерских центров,"Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,12,Ассоциация волонтерских центров,"Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2015,15,"Автономная некоммерческая организация Центр развития научных, творческих и социально-значимых программ ""Молодая столица""",Автономная некоммерческая организация,4,77,Москва,grants
2014,12,"Автономная некоммерческая организация ""Спортивный клуб ""КПРФ""",Автономная некоммерческая организация,4,77,Москва,grants
2015,14.83,"Автономная некоммерческая организация ""Спортивный клуб ""КПРФ""",Автономная некоммерческая организация,4,77,Москва,grants
2016,12,"Автономная некоммерческая организация ""Спортивный клуб ""КПРФ""",Автономная некоммерческая организация,4,77,Москва,grants
2013,1.5,"Фонд ""Национальный фонд защиты детей от жестокого обращения""",Некоммерческий фонд,6,77,Москва,grants
2014,2.536661,"Фонд ""Национальный фонд защиты детей от жестокого обращения""",Некоммерческий фонд,6,77,Москва,grants
2015,10,"МЕЖРЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МЕЖРЕГИОНАЛЬНЫЙ СОЮЗ ЖУРНАЛИСТОВ""",Общественная организация,1,50,Московская область,grants
2016,24.5,"МЕЖРЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МЕЖРЕГИОНАЛЬНЫЙ СОЮЗ ЖУРНАЛИСТОВ""",Общественная организация,1,50,Московская область,grants
2013,0.7,"Частное образовательное учреждение дополнительного профессионального образования ""Санкт-Петербургский социально-экономический институт""",Учреждение,8,78,Санкт-Петербург,grants
2014,2,"Региональная общественная организация ""Объединение спасателей ""Поисково-спасательный отряд""",Общественная организация,1,77,Москва,grants
2015,2,"Региональная общественная организация ""Объединение спасателей ""Поисково-спасательный отряд""",Общественная организация,1,77,Москва,grants
2016,2.5,"Региональная общественная организация ""Объединение спасателей ""Поисково-спасательный отряд""",Общественная организация,1,77,Москва,grants
2013,1.2073,"Фонд ""Институт экономики города""",Некоммерческий фонд,6,77,Москва,grants
2014,1.895,"Фонд ""Институт экономики города""",Некоммерческий фонд,6,77,Москва,grants
2016,2.78192,"Региональная Общественная Организация ""СОЮЗ ПИСАТЕЛЕЙ МОСКВЫ""",Общественная организация,1,77,Москва,grants
2015,11.485290000000001,"Фонд поддержки бизнес программ и проектов ""Прорыв""",Некоммерческий фонд,6,77,Москва,grants
2016,10.966402,"Фонд поддержки бизнес программ и проектов ""Прорыв""",Некоммерческий фонд,6,77,Москва,grants
2015,10,Фонд содействия развитию международного сотрудничества,Некоммерческий фонд,6,77,Москва,grants
2016,4.9,"Автономная некоммерческая организация Центр дополнительного образования ""Знание""",Автономная некоммерческая организация,4,77,Москва,grants
2015,2.9,"Автономная некоммерческая организация ""Агентство инновационного развития""",Автономная некоммерческая организация,4,77,Москва,grants
2016,0.78,"Автономная некоммерческая организация ""Агентство инновационного развития""",Автономная некоммерческая организация,4,77,Москва,grants
2013,3,"Культурно-просветительский фонд ""СЛАВЯНСКИЙ ФОНД РОССИИ""",Некоммерческий фонд,6,77,Москва,grants
2016,2.5,"Культурно-просветительский фонд ""СЛАВЯНСКИЙ ФОНД РОССИИ""",Некоммерческий фонд,6,77,Москва,grants
2015,3.5,"Межрегиональная молодежная общественная организация ""Студенческий союз Московского государственного института радиотехники, электроники и автоматики (технического университета)""",Общественная организация,1,77,Москва,grants
2016,2,"Межрегиональная молодежная общественная организация ""Студенческий союз Московского государственного института радиотехники, электроники и автоматики (технического университета)""",Общественная организация,1,77,Москва,grants
2013,1.8,"Общероссийское объединение профсоюзов ""Конфедерация труда России"" (КТР)",Профессиональный союз,2,00,Министерство юстиции,grants
2015,3.5,"Общероссийское объединение профсоюзов ""Конфедерация труда России"" (КТР)",Профессиональный союз,2,00,Министерство юстиции,grants
2016,5.49604,"Общероссийское объединение профсоюзов ""Конфедерация труда России"" (КТР)",Профессиональный союз,2,00,Министерство юстиции,grants
2013,6,"Ассоциация кураторов и деятелей арт-культуры ""Общество Наука Искусство""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2014,5,"Ассоциация кураторов и деятелей арт-культуры ""Общество Наука Искусство""","Объединения (союз, ассоциация) юридических лиц",10,77,Москва,grants
2016,2.5,"Ставропольская краевая общественная организация ""Российский Союз Молодежи""",Общественная организация,1,26,Ставропольский край,grants
2014,28.5,"Некоммерческое партнерство ""Коллегия хоккейных судей""",Некоммерческое партнерство,5,77,Москва,grants
2016,3,Международный Благотворительный Фонд Владимира Спивакова,Некоммерческий фонд,6,77,Москва,grants
2015,4.842845,"Фонд развития социального маркетинга ""ИНСОМАР""",Некоммерческий фонд,6,77,Москва,grants
2013,9.7,Общественный международный фонд славянской письменности и культуры,Общественный фонд,11,00,Министерство юстиции,grants
2014,4.2,Общественный международный фонд славянской письменности и культуры,Общественный фонд,11,00,Министерство юстиции,grants
2016,11.947197,Общественный международный фонд славянской письменности и культуры,Общественный фонд,11,00,Министерство юстиции,grants
2013,3,"Общероссийская общественная организация ""Зеленый патруль""",Общественная организация,1,00,Министерство юстиции,grants
2014,4,"Общероссийская общественная организация ""Зеленый патруль""",Общественная организация,1,00,Министерство юстиции,grants
2015,5.2,"Общероссийская общественная организация ""Зеленый патруль""",Общественная организация,1,00,Министерство юстиции,grants
2016,4,"Общероссийская общественная организация ""Зеленый патруль""",Общественная организация,1,00,Министерство юстиции,grants
2013,1,"Некоммерческое партнерство ""Международное партнерство распространения научных знаний""",Некоммерческое партнерство,5,77,Москва,grants
2016,1.5,"Благотворительный фонд социальной поддержки граждан ""Соинтеграция""",Некоммерческий фонд,6,77,Москва,grants
2013,8.9,"Общероссийское общественное движение защиты прав человека ""За права человека""",Общественное движение,13,00,Министерство юстиции,grants
2014,6.39205,"Общероссийское общественное движение защиты прав человека ""За права человека""",Общественное движение,13,00,Министерство юстиции,grants
2015,5,"Общероссийское общественное движение защиты прав человека ""За права человека""",Общественное движение,13,00,Министерство юстиции,grants
2016,5.54751,"Общероссийское общественное движение защиты прав человека ""За права человека""",Общественное движение,13,00,Министерство юстиции,grants
2013,2,"Автономная некоммерческая организация содействия повышению престижа труда и социального статуса трудящихся ""Национальный центр трудовой славы""",Автономная некоммерческая организация,4,77,Москва,grants
2014,9,"Автономная некоммерческая организация содействия повышению престижа труда и социального статуса трудящихся ""Национальный центр трудовой славы""",Автономная некоммерческая организация,4,77,Москва,grants
2015,9,"Автономная некоммерческая организация содействия повышению престижа труда и социального статуса трудящихся ""Национальный центр трудовой славы""",Автономная некоммерческая организация,4,77,Москва,grants
2016,5.5,"Автономная некоммерческая организация содействия повышению престижа труда и социального статуса трудящихся ""Национальный центр трудовой славы""",Автономная некоммерческая организация,4,77,Москва,grants
2014,9,"Межрегиональная общественная организация байкеров ""Ночные волки""",Общественная организация,1,77,Москва,grants
2015,12,"Межрегиональная общественная организация байкеров ""Ночные волки""",Общественная организация,1,77,Москва,grants
2016,4.188,"Межрегиональная общественная организация байкеров ""Ночные волки""",Общественная организация,1,77,Москва,grants
2014,1.1,"Автономная некоммерческая организация высшего образования ""Московский гуманитарный университет""",Автономная некоммерческая организация,4,77,Москва,grants
2014,6.4675,Региональный общественный гуманитарный фонд содействия изучению жизни и творчества Ф.М.Достоевского,Общественная организация,1,77,Москва,grants
2015,4,Региональный общественный гуманитарный фонд содействия изучению жизни и творчества Ф.М.Достоевского,Общественная организация,1,77,Москва,grants
2016,6.5,Региональный общественный гуманитарный фонд содействия изучению жизни и творчества Ф.М.Достоевского,Общественная организация,1,77,Москва,grants
2013,0.173521,"Тверское региональное отделение Общероссийской общественной организации инвалидов ""Всероссийское общество глухих""",Общественная организация,1,69,Тверская область,grants
2014,3.976,"Некоммерческий фонд по профилактике социально значимых заболеваний и пропаганде здорового образа жизни ""Здоровая Страна""",Некоммерческий фонд,6,77,Москва,grants
2014,5,"Автономная некоммерческая организация высшего образования ""Московский областной гуманитарный институт""",Автономная некоммерческая организация,4,50,Московская область,grants
2015,1.5,Первичная профсоюзная организация Профессионального союза работников Российской Академии наук в ИПФ РАН,Профессиональный союз,2,52,Нижегородская область,grants
2013,9,"Региональная общественная организация Содействия укреплению правового государства и гражданского общества ""НОВОЕ ОБЩЕСТВО""",Общественная организация,1,77,Москва,grants
2014,5,"Региональная общественная организация Содействия укреплению правового государства и гражданского общества ""НОВОЕ ОБЩЕСТВО""",Общественная организация,1,77,Москва,grants
